register_number,company_name,corp_number,office_type,business_type,valid_period,representative,address_jibun,address_road,phone,ad_phone,register_agency,operation_status
2022-서울영등포-2183(대부업),DMB대부,,본점,금전대부,2022.06.21~2025.06.20,변재남,서울특별시 영등포구 당산동1가 9-1 당산동코오롱주.상복합아파트,"서울특별시 영등포구 영등포로28길 5, 제2층 112호 (당산동1가, 당산동코오롱주.상복합아파트)",010-4564-8621,"010-4564-8621, 010-4846-1268",지방자치단체,영업중
2022-서울영등포-2187(대부업),World 대부,,본점,금전대부,2022.07.20~2025.07.20,최은철,서울특별시 영등포구 당산동2가 16-1 대우아파트,"서울특별시 영등포구 영등포로 106, 102동 122호 (당산동2가, 대우아파트)",02-2633-8355,02-2633-8355,지방자치단체,영업중
2022-서울영등포-2189(대부업),주식회사 씨엠테스,110111-4868901,본점,금전대부,2022.08.23~2025.08.23,주낙완,서울특별시 영등포구 여의도동 61-4 콤비빌딩,"서울특별시 영등포구 63로 32, 콤비빌딩 823호 (여의도동)",02-2236-9329,02-2236-9329,지방자치단체,영업중
2022-서울영등포-2190(대부업),주식회사 지엘케이앤대부,110111-8378170,본점,금전대부,2022.08.23~2025.08.23,전상진,서울특별시 영등포구 영등포동3가 1 포니링크타워,"서울특별시 영등포구 영등포로 272, 포니링크타워 11층 1101호 (영등포동3가)",070-5089-2509,,지방자치단체,영업중
2022-서울영등포-2194(대부업),참좋은 대부,,본점,금전대부,2022.09.06~2025.09.06,고형기,서울특별시 영등포구 당산동5가 11-33 당산디오빌,"서울특별시 영등포구 당산로 222, B119호내 104호 (당산동5가, 당산디오빌)",010-2192-1470,010-2192-1470,지방자치단체,영업중
2022-서울영등포-2195(대부중개업),참좋은 대부,,본점,대부중개,2022.09.06~2025.09.06,고형기,서울특별시 영등포구 당산동5가 11-33 당산디오빌,"서울특별시 영등포구 당산로 222, B119호내 104호 (당산동5가, 당산디오빌)",010-2192-1470,010-2192-1470,지방자치단체,영업중
2022-서울영등포-2196(대부업),K스톤대부,,본점,금전대부,2022.09.22~2025.09.22,강성재,서울특별시 영등포구 당산동3가 522-2,"서울특별시 영등포구 양산로 97, 3층 300호 (당산동3가)",02-6264-1466,02-6264-1466,지방자치단체,영업중
2022-서울영등포-2201(대부업),주식회사 스탠다드에셋대부,110111-8413059,본점,금전대부,2022.10.13~2025.10.13,권민호,서울특별시 영등포구 영등포동1가 107 여의도 포레디움 501호,"서울특별시 영등포구 경인로 892, 여의도 포레디움 5층 501호 (영등포동1가)",02-2675-5004,02-2675-5004,지방자치단체,영업중
2022-서울영등포-2202(대부중개업),주식회사 스탠다드에셋대부,110111-8413059,본점,대부중개,2022.10.13~2025.10.13,권민호,서울특별시 영등포구 영등포동1가 107 여의도 포레디움 501호,"서울특별시 영등포구 경인로 892, 여의도 포레디움 5층 501호 (영등포동1가)",02-2675-5004,02-2675-5004,지방자치단체,영업중
2022-서울영등포-2205(대부업),주식회사 엠팬택대부법인,110111-8451273,본점,금전대부,2022.11.21~2025.11.21,하라현,서울특별시 영등포구 여의도동 36-4 오륜빌딩,"서울특별시 영등포구 국제금융로8길 34, 오륜빌딩 1304호 (여의도동)",010-3835-2274,010-3835-2274,지방자치단체,영업중
2022-서울영등포-2206(대부중개업),주식회사 엠팬택대부법인,110111-8451273,본점,대부중개,2022.11.21~2025.11.21,하라현,서울특별시 영등포구 여의도동 36-4 오륜빌딩,"서울특별시 영등포구 국제금융로8길 34, 오륜빌딩 1304호 (여의도동)",010-3835-2274,010-3835-2274,지방자치단체,영업중
2022-서울용산-0001(대부업),주식회사 굿딜투자대부,110111-6636364,본점,금전대부,2023.12.26~2026.12.26,임찬순,서울특별시 용산구 한강로1가 190-6,"서울특별시 용산구 이태원로4가길 21-4, 1층 (한강로1가)",010-9967-4456,,지방자치단체,영업중
2022-서울용산-0005(대부업),아주대부,,본점,금전대부,2023.06.29~2026.06.29,곽한오,서울특별시 용산구 한강로1가 221-6,"서울특별시 용산구 한강대로52길 39, 202호 (한강로1가)",010-4687-5161,010-4687-5161,지방자치단체,영업중
2022-서울은평-0006(대부중개업),영일자산운용대부중개,,본점,대부중개,2022.09.20~2025.09.19,고정숙,서울특별시 은평구 응암동 20-2,"서울특별시 은평구 통일로 599, 605호 (응암동)",02-353-9777,02-353-9777,지방자치단체,영업중
2022-서울은평-0005(대부업),영일자산운용대부,,본점,금전대부,2022.09.20~2025.09.19,고정숙,서울특별시 은평구 응암동 20-2,"서울특별시 은평구 통일로 599, 605호 (응암동)",02-353-9777,02-353-9777,지방자치단체,영업중
2022-서울은평-0007(대부업),양지인베스트 대부,,본점,금전대부,2022.06.03~2025.06.02,양승병,서울특별시 은평구 대조동 172-73 태영빌딩,"서울특별시 은평구 서오릉로 106, 태영빌딩 301호 (대조동)",010-4733-9355,,지방자치단체,영업중
2022-서울은평-0011(대부업),주식회사 아이엔알대부,110111-8389200,본점,금전대부,2022.08.25~2025.08.24,김원경,서울특별시 은평구 구산동 20-11,"서울특별시 은평구 연서로13길 5-18, 201호 (구산동)",02-2253-9901,02-2253-9901,지방자치단체,영업중
2022-서울은평-0014(대부업),라스트대부,,본점,금전대부,2022.12.20~2025.12.20,김종호,서울특별시 은평구 대조동 6-9,"서울특별시 은평구 통일로 739, 오산빌딩 3층 301호 (대조동)",010-8223-6474,010-8223-6474,지방자치단체,영업중
2022-서울종로-00002,주식회사 에베레스트대부,110111-8164339,본점,금전대부,2025.02.20~2028.02.20,구룽헐커만,서울특별시 종로구 창신동 155-3,"서울특별시 종로구 종로 313-4, 2층 (창신동)",02-743-8850,02-743-8850,지방자치단체,영업중
2022-서울종로-00003,주식회사 에베레스트대부,110111-8164339,본점,대부중개,2025.02.20~2028.02.20,구룽헐커만,서울특별시 종로구 창신동 155-3,"서울특별시 종로구 종로 313-4, 2층 (창신동)",02-743-8850,02-743-8850,지방자치단체,영업중
2022-서울종로-00009(대부업),골드마트대부,,본점,금전대부,2022.06.15~2025.06.15,조기완,서울특별시 종로구 종로3가 28-2 성신빌딩,"서울특별시 종로구 종로 137, 성신빌딩 4층 1호 (종로3가)",010-5911-4758,"010-5911-4758, 02-766-4758",지방자치단체,영업중
2022-서울종로-00014(대부중개업),(주)금투자산운용대부중개,110111-6437209,본점,대부중개,2022.08.08~2025.08.08,김석현,서울특별시 종로구 관수동 4-1 금용빌딩,"서울특별시 종로구 수표로 93-1, 금용빌딩 301호 (관수동)",010-5547-7457,,지방자치단체,영업중
2022-서울중구-0001(대부업),주식회사 씨디케이코리아대부,110111-7856888,본점,금전대부,2024.05.07~2027.05.07,장세현,서울특별시 중구 광희동2가 180 청송빌딩,"서울특별시 중구 퇴계로 340, 청송빌딩 지하1층 (광희동2가)",02-2637-7600,02-2637-7600,지방자치단체,영업중
2022-서울중구-0002(대부중개업),주식회사 씨디케이코리아대부,110111-7856888,본점,대부중개,2024.05.07~2027.05.07,장세현,서울특별시 중구 광희동2가 180 청송빌딩,"서울특별시 중구 퇴계로 340, 청송빌딩 지하1층 (광희동2가)",02-2637-7600,02-2637-7600,지방자치단체,영업중
2022-서울중구-0009(대부업),스카라기업금융대부 주식회사,110111-8165212,본점,금전대부,2025.03.07~2028.03.07,현상욱,서울특별시 중구 필동3가 28-1,"서울특별시 중구 서애로 27, 309호 (필동3가)",02-2200-2274,02-2200-2274,지방자치단체,영업중
2022-서울중구-0014(대부업),주식회사 드라코파트너스대부,110111-8246484,본점,금전대부,2022.04.25~2025.04.25,김기중,서울특별시 중구 명동2가 50-14 유네스코회관,"서울특별시 중구 명동길 26, 유네스코회관 405호 (명동2가)",010-3493-3156,,지방자치단체,영업중
2022-서울중구-0015(대부중개업),주식회사 드라코파트너스대부,110111-8246484,본점,대부중개,2022.04.25~2025.04.25,김기중,서울특별시 중구 명동2가 50-14 유네스코회관,"서울특별시 중구 명동길 26, 유네스코회관 405호 (명동2가)",010-3493-3156,010-3493-3156,지방자치단체,영업중
2022-서울중구-0017(대부중개업),진진파트너스대부중개,,본점,대부중개,2023.04.10~2026.04.10,박정욱,서울특별시 중구 묵정동 32-5,"서울특별시 중구 퇴계로 248, 406호 (묵정동)",02-2274-5888,"02-2274-5888, 02-2274-9888",지방자치단체,영업중
2022-서울중구-0020(대부중개업),주식회사 유니콘에셋대부중개,110111-8281266,본점,대부중개,2022.05.30~2025.05.30,김영석,서울특별시 중구 을지로2가 199-40 명동아르누보센텀,"서울특별시 중구 명동7길 21, 명동아르누보센텀 1008호 (을지로2가)",02-554-7636,,지방자치단체,영업중
2022-서울중구-0023(대부업),영풍상사대부,,본점,금전대부,2022.08.03~2025.08.03,이정문,서울특별시 중구 명동2가 51-6 대한빌딩,"서울특별시 중구 명동8길 22-4, 대한빌딩 9층 905호 (명동2가)",02-318-5584,,지방자치단체,영업중
2022-서울중구-0022(대부중개업),동성컨설대부중개,,본점,대부중개,2022.08.03~2025.08.03,우광희,서울특별시 중구 명동2가 51-6 대한빌딩,"서울특별시 중구 명동8길 22-4, 대한빌딩 1002호 (명동2가)",02-757-8441,010-5296-3389,지방자치단체,영업중
2022-서울중구-0030(대부중개업),KG파트너스대부중개,,본점,대부중개,2022.08.18~2025.08.18,김주호,서울특별시 중구 명동1가 7-1 태흥빌딩 809호,"서울특별시 중구 명동길 55, 태흥빌딩 809호 (명동1가)",02-310-9388,,지방자치단체,영업중
2022-서울중구-0028(대부업),부연종합투자대부,,본점,금전대부,2022.08.22~2025.08.22,송영환,서울특별시 중구 을지로2가 199-40 명동아르누보센텀 518호,"서울특별시 중구 명동7길 21, 명동아르누보센텀 518호 (을지로2가)",010-4752-6262,,지방자치단체,영업중
2022-서울중구-0032(대부중개업),삼한투자대부중개,,본점,대부중개,2022.10.27~2025.10.27,유문균,서울특별시 중구 명동2가 51-6 대한빌딩 1006호,"서울특별시 중구 명동8길 22-4, 대한빌딩 1006호 (명동2가)",02-776-7766,010-3888-4083,지방자치단체,영업중
2022-서울중구-0033(대부업),케이앤엠대부,,본점,금전대부,2022.11.04~2025.11.04,김종숙,서울특별시 중구 명동1가 54-8 개양빌딩 1503-호,"서울특별시 중구 명동3길 6, 개양빌딩 1503-1호 (명동1가)",02-778-0077,,지방자치단체,영업중
2022-서울중구-0034(대부중개업),주식회사 핀테크자산관리,110111-8383822,본점,대부중개,2022.11.08~2025.11.08,변금용,서울특별시 중구 을지로5가 270-1 공영빌딩 국민은행 406-1호,"서울특별시 중구 을지로 210, 공영빌딩 국민은행 4층 406-1호 (을지로5가)",02-2266-2982,,지방자치단체,영업중
2022-서울중구-0040(대부중개업),케이자산중개대부 주식회사,110111-8486923,본점,대부중개,2022.12.14~2025.12.14,허진효,서울특별시 중구 순화동 5-2 순화빌딩 810호,"서울특별시 중구 서소문로 89, 순화빌딩 810호 (순화동)",070-8670-9473,070-8670-9304,지방자치단체,영업중
2022-서울중구-0039(대부업),케이자산중개대부 주식회사,110111-8486923,본점,금전대부,2022.12.14~2025.12.14,허진효,서울특별시 중구 순화동 5-2 순화빌딩 810호,"서울특별시 중구 서소문로 89, 순화빌딩 810호 (순화동)",070-8670-9473,070-8670-9304,지방자치단체,영업중
2022-서울중랑-0004(대부업),경동금융대부,,본점,금전대부,2022.12.20~2025.12.19,김경복,서울특별시 중랑구 망우동 149-10 202호,"서울특별시 중랑구 망우로 478-15, 202호 (망우동)",010-6260-2022,,지방자치단체,영업중
2022-서울중랑-0008(대부업),MS대부,,본점,금전대부,2025.01.20~2028.01.20,정명선,서울특별시 중랑구 면목동 50-47 LG카센타,"서울특별시 중랑구 용마산로 405, LG카센타 지하1층 (면목동)",02-2208-0166,02-2208-0166,지방자치단체,영업중
2022-서울중랑-0011(대부업),가나할부금대부,,본점,금전대부,2025.03.12~2028.03.12,김정혁,서울특별시 중랑구 신내동 660 신내10단지신내아파트 상가동동 207호,"서울특별시 중랑구 신내로 115, 상가동 2층 207호 (신내동, 신내10단지신내아파트)",02-3423-2800,02-3423-2800,지방자치단체,영업중
2022-서울중랑-0014(대부중개업),세모론대부중개,,본점,대부중개,2022.05.27~2025.05.26,양정열,서울특별시 중랑구 상봉동 104-4 M-시티 203호,"서울특별시 중랑구 면목로92다길 10, 2층 203호 (상봉동, M-시티)",010-7114-5325,,지방자치단체,영업중
2022-서울중랑-0028(대부중개업),리부트론대부중개,,본점,대부중개,2022.11.17~2025.11.16,박현석,서울특별시 중랑구 중화동 294-9 3층,"서울특별시 중랑구 동일로 774, 3층 (중화동)",010-2671-6938,"010-2850-2255, 010-2541-8435, 010-5955-1275,010-9106-1663,010-2799-7035,010-4366-9197",지방자치단체,영업중
2022-세종-0001,제이엠자산관리대부,,본점,금전대부,2024.12.04~2027.12.03,이종민,세종특별자치시 보람동 755 네이버타워 7층703-744호,"세종특별자치시 호려울로 9, 네이버타워 7층 703-744호 (보람동)",010-5932-5471,,지방자치단체,영업중
2022-세종-0002,제이엠자산관리대부,,본점,대부중개,2024.12.04~2027.12.03,이종민,세종특별자치시 보람동 755 네이버타워 7층 703-744호,"세종특별자치시 호려울로 9, 네이버타워 7층 703-744호 (보람동)",010-5932-5471,,지방자치단체,영업중
2022-세종-0004,(주)엔에스글로벌,164711-0110392,본점,금전대부,2024.03.06~2027.03.05,김용관,세종특별자치시 어진동 540 세종NS호텔,"세종특별자치시 도움1로 7, 세종NS호텔 111호 (어진동)",01036467700,010-2793-2641,지방자치단체,영업중
2022-세종-0007,씨에프 대부(cf),,본점,금전대부,2022.06.27~2025.06.26,임병진,세종특별자치시 대평동 671 태양빌딩,"세종특별자치시 대평로 87, 태양빌딩 601호 (대평동)",010-9509-3166(KT),010-9509-3166(KT),지방자치단체,영업중
2022-세종-0008,씨에프 대부(cf),,본점,대부중개,2022.06.27~2025.06.26,임병진,세종특별자치시 대평동 671 태양빌딩,"세종특별자치시 대평로 87, 태양빌딩 601호 (대평동)",010-9509-3166(KT),010-9509-3166(KT),지방자치단체,영업중
2022-울산남구-0010,피움 투자대부,,본점,금전대부,2025.02.05~2028.02.04,김병순,울산광역시 남구 야음동 730-6 한라훼미리아파트,"울산광역시 남구 신남로 8-13, 한라훼미리아파트 상가동 3층 11호 (야음동)",01025643594,010-2564-3594,지방자치단체,영업중
2022-울산남구-0013,하나로컨설팅대부,,본점,금전대부,2025.02.24~2028.02.23,이상석,울산광역시 남구 달동 591-9,"울산광역시 남구 삼산로 157, 513호 (달동)",01065710058,010-6571-0058,지방자치단체,영업중
2022-울산남구-0018,스마일대부,,본점,금전대부,2022.07.08~2025.07.07,오성준,울산광역시 남구 신정동 1218-12,"울산광역시 남구 삼산로3번길 3-1, 1층 (신정동)",010-5448-1626,010-5448-1626,지방자치단체,영업중
2022-울산남구-0005,스마일대부,,본점,대부중개,2022.07.08~2025.07.07,오성준,울산광역시 남구 신정동 1218-12,"울산광역시 남구 삼산로3번길 3-1, 1층 (신정동)",010-5448-1626,010-5448-1626,지방자치단체,영업중
2022-울산남구-0019,빅스톤대부,,본점,금전대부,2022.08.12~2025.08.11,임종길,울산광역시 남구 신정동 155-12,"울산광역시 남구 번영로191번길 18, 3층 307호 (신정동)","010-7371-4499, 010-3625-5556","010-7371-4499, 010-3625-5556",지방자치단체,영업중
2022-울산남구-0007,빅스톤대부,,본점,대부중개,2022.08.12~2025.08.11,임종길,울산광역시 남구 신정동 155-12,"울산광역시 남구 번영로191번길 18, 3층 307호 (신정동)","010-7371-4499, 010-3625-5556","010-7371-4499, 010-3625-5556",지방자치단체,영업중
2022-울산남구-0021,위드머니 대부,,본점,금전대부,2022.10.13~2025.10.12,이채은,울산광역시 남구 신정동 1201-7,"울산광역시 남구 돋질로8번길 6, 6층 602호 (신정동)",010-6464-2492,010-6464-2492,지방자치단체,영업중
2022-울산남구-0022,모든IT전당포,,본점,금전대부,2022.11.30~2025.11.29,공가연,울산광역시 남구 달동 569-15,"울산광역시 남구 신정로88번길 35, 202호 (달동)",01077725558,010-7772-5558,지방자치단체,영업중
2022-울산남구-0023,사대부,,본점,금전대부,2022.12.14~2025.12.13,배현준,울산광역시 남구 신정동 685-4 효천빌딩,"울산광역시 남구 삼산로 48, 효천빌딩 12층 L3호 (신정동)",010-3558-8353,010-3558-8353,지방자치단체,영업중
2022-울산남구-0024,넘버원대부,,본점,금전대부,2022.12.22~2025.12.21,김경자,울산광역시 남구 삼산동 1544-8,울산광역시 남구 돋질로 334(삼산동),052-227-2787,,지방자치단체,영업중
2022-울산울주-0002,보성대부,,본점,금전대부,2022.03.15~2025.03.14,김현주,울산광역시 울주군 서생면 진하리 78-6 진하썬힐하우스텔,"울산광역시 울주군 서생면 진하5길 4, 1401호",052-276-1616,052-276-1616,지방자치단체,영업중
2022-울산울주-0003,주식회사 케이엠오토대부,230111-0369908,본점,금전대부,2022.04.18~2025.04.17,권민호,울산광역시 울주군 범서읍 두산리 1302-19,"울산광역시 울주군 범서읍 관문로 268, 2층",052-276-4387,1533-4492,지방자치단체,영업중
2022-울산울주-0004,주식회사 케이엠오토대부,230111-0369908,본점,대부중개,2022.04.18~2025.04.17,권민호,울산광역시 울주군 범서읍 두산리 1302-19,"울산광역시 울주군 범서읍 관문로 268, 2층",052-276-4387,1533-4492,지방자치단체,영업중
2022-울산울주-0005,HY대부,,본점,대부중개,2022.04.25~2025.04.24,신영한,울산광역시 울주군 범서읍 천상리 639-4,울산광역시 울주군 범서읍 천상중앙길 49,010-2609-0019,010-2609-0019,지방자치단체,영업중
2022-울산울주-0006,우리전당포,,본점,금전대부,2022.09.16~2025.09.15,김명식,울산광역시 울주군 온산읍 덕신리 1310-3,"울산광역시 울주군 온산읍 명봉거남로 1, 2층",010-7509-0099,010-7509-0099,지방자치단체,영업중
2022-울산울주-0007,우리전당포,,본점,대부중개,2022.09.16~2025.09.15,김명식,울산광역시 울주군 온산읍 덕신리 1310-3,"울산광역시 울주군 온산읍 명봉거남로 1, 2층",010-7509-0099,010-7509-0099,지방자치단체,영업중
2022-울산중구-0015,한일전당포대부,,본점,금전대부,2022.09.07~2025.09.07,신인섭,울산광역시 중구 성남동 248-2,"울산광역시 중구 시계탑거리 14, 3층 (성남동)",052-245-5024,052-245-5024,지방자치단체,영업중
2022-울산중구-0010,모아대부중개,,본점,대부중개,2022.04.25~2025.04.24,김성용,울산광역시 중구 학산동 95-1,울산광역시 중구 장춘로 160(학산동),052-243-7702,010-4824-6874,지방자치단체,영업중
2022-인천계양-0003,이상준아카데미대부 주식회사,134511-0471405,본점,금전대부,2023.06.08~2026.06.08,이상준,인천광역시 계양구 병방동 118-11 용궁아트빌,"인천광역시 계양구 장제로920번길 3, 비02호 (병방동, 용궁아트빌)",010-9074-8918,,지방자치단체,영업중
2022-인천계양-0004,이상준아카데미대부 주식회사(대부중개업),134511-0471405,본점,대부중개,2023.06.08~2026.06.08,이상준,인천광역시 계양구 병방동 118-11 용궁아트빌,"인천광역시 계양구 장제로920번길 3, 비02호 (병방동, 용궁아트빌)",010-9074-8918,,지방자치단체,영업중
2022-인천계양-0008,바다대부,,본점,금전대부,2022.11.07~2025.11.07,송혜은,인천광역시 계양구 계산동 1082-10,"인천광역시 계양구 계양문화로 48, 뉴월드프라자 902-17호 (계산동)",010-4838-5709,010-4838-5709,지방자치단체,영업중
2022-인천계양-0009,새로이대부,,본점,금전대부,2022.11.16~2025.11.16,백성민,인천광역시 계양구 용종동 210-2 레드몰1차,"인천광역시 계양구 계산새로87번길 5, 레드몰1차 506-8호 (용종동)",032-555-6980,"032-555-6980, 010-2538-7881",지방자치단체,영업중
2022-인천계양-0011,은복대부,,본점,금전대부,2022.11.16~2025.11.16,이은복,인천광역시 계양구 용종동 210-3,"인천광역시 계양구 계양문화로 86, 대우프라자 408호 (용종동)",010-3325-6896,010-3325-6896,지방자치단체,영업중
2022-인천계양-0013,응급대부중개,,본점,대부중개,2022.12.08~2025.12.08,박현진,인천광역시 계양구 임학동 67 훼밀리코아,"인천광역시 계양구 임학동로 38, 훼밀리코아 6006호 (임학동)","010-9583-6841, 010-3346-1775","010-9583-6841, 010-3346-1775",지방자치단체,영업중
인천남동구2022-01,그루자산관리대부,,본점,금전대부,2024.12.11~2027.12.11,전성호,인천광역시 남동구 수산동 294-2,"인천광역시 남동구 구수골로 92, B동 2층 (수산동)",010-9015-0618,010-9015-0618,지방자치단체,영업중
인천남동구2022-02,그루자산관리대부,,본점,대부중개,2024.12.11~2027.12.11,전성호,인천광역시 남동구 수산동 294-2,"인천광역시 남동구 구수골로 92, B동 2층 (수산동)",010-9015-0618,010-9015-0618,지방자치단체,영업중
인천남동구2022-31,주식회사 빅플러스대부,120111-1255307,본점,대부중개,2022.09.16~2025.09.16,오은자,인천광역시 남동구 만수동 957-8,"인천광역시 남동구 하촌로59번길 4-14, 1층 101호 (만수동)",010-5762-1559,010-5762-1559,지방자치단체,영업중
인천남동구2022-30,주식회사 빅플러스대부,120111-1255307,본점,금전대부,2022.09.16~2025.09.16,오은자,인천광역시 남동구 만수동 957-8,"인천광역시 남동구 하촌로59번길 4-14, 1층 101호 (만수동)",010-5762-1559,010-5762-1559,지방자치단체,영업중
인천남동구2022-40,YC데일리론대부중개,,본점,대부중개,2022.10.18~2025.10.18,양철암,인천광역시 남동구 구월동 1542-1 네이쳐프라자,"인천광역시 남동구 선수촌공원로23번길 11, 502호 35-14호 (구월동)",010-4090-3933,"010-7755-7467, 010-7744-6967, 010-6674-5450",지방자치단체,영업중
2024-인천남동-0060,엠이에스대부,,본점,금전대부,2024.11.26~2027.11.26,모은식,인천광역시 남동구 논현동 631-8 광성프라자,"인천광역시 남동구 청능대로 581, 광성프라자 502-218호 (논현동)",010-9002-2250,010-9002-2250,지방자치단체,영업중
2022-인천미추홀구-0005,블루엔젤 대부중개,,본점,대부중개,2022.04.25~2025.04.24,선수민,인천광역시 미추홀구 학익동 244-16 학익빌딩,"인천광역시 미추홀구 소성로 181-24, 학익빌딩 2층 (학익동)",010-5773-5994,,지방자치단체,영업중
2022-인천미추홀구-0012,주식회사 코리아파트너스대부,120111-0782616,본점,금전대부,2022.07.20~2025.07.20,동진웅,인천광역시 미추홀구 주안동 988-2 인성빌딩,"인천광역시 미추홀구 경원대로 873, 인성빌딩 402-9호 (주안동)",010-6609-0670,,지방자치단체,영업중
2022-인천미추홀구-0013,주식회사 코리아파트너스대부중개,120111-0782616,본점,대부중개,2022.07.20~2025.07.20,동진웅,인천광역시 미추홀구 주안동 988-2 인성빌딩,"인천광역시 미추홀구 경원대로 873, 인성빌딩 402-9호 (주안동)",010-6609-0670,,지방자치단체,영업중
2022-인천미추홀구-0015,게으른IT대부전당포,,지점,금전대부,2022.09.21~2025.09.21,김재근,인천광역시 미추홀구 주안동 302-15,"인천광역시 미추홀구 경인로 422-1, 202호 (주안동)",010-5085-4668,010-5085-4668,지방자치단체,영업중
2022-인천미추홀구-0016,게으른IT대부중개전당포,,본점,대부중개,2022.09.21~2025.09.21,김재근,인천광역시 미추홀구 주안동 302-15,"인천광역시 미추홀구 경인로 422-1, 202호 (주안동)",010-5085-4668,010-5085-4668,지방자치단체,영업중
2022-인천미추홀구-0018,JK컴퍼니대부중개,,본점,대부중개,2022.10.21~2025.10.21,김민수,인천광역시 미추홀구 주안동 267-9,"인천광역시 미추홀구 주안로 68, 907호 (주안동)",0,,지방자치단체,영업중
2022-인천미추홀구-0021,주식회사 엘케이대부중개,120111-1275280,본점,대부중개,2022.12.16~2025.12.16,이연,인천광역시 미추홀구 주안동 206-10 영빌딩,"인천광역시 미추홀구 석바위로 58-1, 영빌딩 7층 715호 (주안동)",032-715-5629,,지방자치단체,영업중
2022-인천미추홀구-0020,주식회사 엘케이대부,120111-1275280,본점,금전대부,2022.12.16~2025.12.16,이연,인천광역시 미추홀구 주안동 206-10 영빌딩,"인천광역시 미추홀구 석바위로 58-1, 영빌딩 7층 715호 (주안동)",032-715-5629,,지방자치단체,영업중
인천부평-2022-00001,파크대부,,본점,금전대부,2025.01.09~2028.01.09,김은희,인천광역시 부평구 십정동 402-41,"인천광역시 부평구 열우물로 40, 2층 (십정동)",010-9904-1655,,지방자치단체,영업중
인천부평-2022-00020,KFSC대부중개,,본점,대부중개,2022.06.23~2025.06.22,박준규,인천광역시 부평구 청천동 425 부평우림라이온스밸리,"인천광역시 부평구 부평대로 283, 부평우림라이온스밸리 A동 B115-14호 (청천동)",1566-7508,"1566-7508, 010-3671-1819, 010-7529-1819",지방자치단체,영업중
인천부평-2022-00022,빠르다대부중개,,본점,대부중개,2022.06.27~2025.06.26,김재민,인천광역시 부평구 삼산동 460-7 창성프라자,"인천광역시 부평구 충선로203번길 16, 창성프라자 525-20호 (삼산동)","010-5140-1245, 010-4461-4761","010-5140-1245, 010-4461-4761",지방자치단체,영업정지
인천부평-2022-00026,에스에이치대부,,본점,금전대부,2022.07.28~2025.07.27,최홍열,인천광역시 부평구 부평동 605-43,"인천광역시 부평구 경인로 959-1, 202호 (부평동)",010-3189-0291,010-3189-0291,지방자치단체,영업중
인천부평-2022-00043,열린25시대부,,본점,금전대부,2022.11.03~2025.11.02,유삼근,인천광역시 부평구 부평동 152-1 다운타운일레븐,"인천광역시 부평구 대정로 66, 다운타운일레븐 408-151호 (부평동)",010-3929-0662,010-3929-0662,지방자치단체,영업중
인천부평-2022-00048,구조대부중개,,본점,대부중개,2022.12.20~2025.12.19,서효성,인천광역시 부평구 삼산동 460-7 창성프라자,"인천광역시 부평구 충선로203번길 16, 창성프라자 525-160호 (삼산동)","010-5777-9693, 010-8300-5033","010-5777-9693, 010-8300-5033",지방자치단체,영업중
2022-인천서구-0005,클라우드스타대부,,본점,금전대부,2024.12.02~2027.12.02,정경태,인천광역시 서구 원당동 1041-10,"인천광역시 서구 원당대로 983, 101동 913호 (원당동)",032-562-6838,032-562-6838,지방자치단체,영업중
2022-인천서구-0004,클라우드스타대부중개,,본점,대부중개,2024.12.02~2027.12.02,정경태,인천광역시 서구 원당동 1041-10,"인천광역시 서구 원당대로 983, 101동 913호 (원당동)",032-562-6838,032-562-6838,지방자치단체,영업중
2022-인천서구-0013,촛불대부중개,,본점,대부중개,2022.06.20~2025.06.20,안승환,인천광역시 서구 왕길동 638-4 제이원검단메디컬프라자,"인천광역시 서구 완정로 179, 제이원검단메디컬프라자 6층 601-383호 (왕길동)",010-2463-6211,010-2463-6211,지방자치단체,영업중
2022-인천서구-0018,뉴케슬대부,,본점,금전대부,2022.09.19~2025.09.19,황정선,인천광역시 서구 마전동 1057-5,"인천광역시 서구 원당대로 671, 성광빌딩 5층 511호 (마전동)",010-4112-2657,"032-573-3319, 032-581-6834",지방자치단체,영업중
2022-인천서구-0022,더엑스퍼트대부컨설팅주식회사,120111-1258765,본점,금전대부,2022.09.29~2025.09.29,장순임,인천광역시 서구 청라동 6-3 청라썬앤빌 에코스타,"인천광역시 서구 미래로 11, 청라썬앤빌 에코스타 716호 (청라동)",010-4138-3640,010-4138-3640,지방자치단체,영업중
2022-인천서구-0023,LK finance 대부중개,,본점,대부중개,2022.09.29~2025.09.29,이삭,인천광역시 서구 가정동 645-1,"인천광역시 서구 봉오재3로 120, 7층 711호 (가정동)",010-2337-1299,010-2337-1299,지방자치단체,영업중
2020-인천서구-0001,착한전당포대부 인천점,,본점,금전대부,2022.12.13~2025.12.13,박경민,인천광역시 서구 청라동 162-14 청라센트럴프라자,"인천광역시 서구 중봉대로 588, 청라센트럴프라자 5층 503호 (청라동)",010-4942-8939,032-713-8939,지방자치단체,영업중
인천연수구-22-0024,미래금융 대부중개,,본점,대부중개,2022.11.10~2025.11.10,조원식,인천광역시 연수구 송도동 29-8 송도씨워크인테라스한라 C동 625호,"인천광역시 연수구 센트럴로 313, 송도씨워크인테라스한라 C동 625호 (송도동)",010-6372-0621,1800-6257,지방자치단체,영업중
